compound	entity_id	dti_edges	n_roles	roles
Compound::CHEBI_32966	CHEBI_32966	8	0	
Compound::CHEBI_75937	CHEBI_75937	8	0	
Compound::CHEBI_74483	CHEBI_74483	8	0	
Compound::CHEBI_60065	CHEBI_60065	8	1	human metabolite
Compound::CHEBI_58856	CHEBI_58856	8	0	
Compound::CHEBI_13705	CHEBI_13705	8	1	human metabolite
Compound::CHEBI_77098	CHEBI_77098	8	0	
Compound::CHEBI_131970	CHEBI_131970	8	0	
Compound::CHEBI_138370	CHEBI_138370	8	0	
Compound::CHEBI_57923	CHEBI_57923	8	1	human metabolite
Compound::CHEBI_15589	CHEBI_15589	8	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74551	CHEBI_74551	8	0	
Compound::CHEBI_82639	CHEBI_82639	8	0	
Compound::CHEBI_74669	CHEBI_74669	8	0	
Compound::CHEBI_132093	CHEBI_132093	8	0	
Compound::CHEBI_35924	CHEBI_35924	8	0	
Compound::CHEBI_62077	CHEBI_62077	8	0	
Compound::CHEBI_47788	CHEBI_47788	8	0	
Compound::CHEBI_36234	CHEBI_36234	8	1	human metabolite
Compound::CHEBI_59869	CHEBI_59869	8	0	
Compound::CHEBI_61694	CHEBI_61694	8	3	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_58414	CHEBI_58414	8	1	human metabolite
Compound::CHEBI_18329	CHEBI_18329	8	2	Daphnia magna metabolite; human metabolite
Compound::CHEBI_74963	CHEBI_74963	8	1	mouse metabolite
Compound::CHEBI_61406	CHEBI_61406	8	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_29979	CHEBI_29979	8	0	
Compound::CHEBI_133902	CHEBI_133902	8	0	
Compound::CHEBI_137323	CHEBI_137323	8	0	
Compound::CHEBI_74971	CHEBI_74971	8	0	
Compound::CHEBI_59558	CHEBI_59558	8	0	
Compound::CHEBI_62242	CHEBI_62242	8	0	
Compound::CHEBI_29036	CHEBI_29036	8	1	cofactor
Compound::CHEBI_58095	CHEBI_58095	8	0	
Compound::CHEBI_16302	CHEBI_16302	8	2	human metabolite; mouse metabolite
Compound::CHEBI_90546	CHEBI_90546	8	0	
Compound::CHEBI_76625	CHEBI_76625	8	0	
Compound::CHEBI_84024	CHEBI_84024	8	0	
Compound::CHEBI_64868	CHEBI_64868	8	0	
Compound::CHEBI_43074	CHEBI_43074	8	0	
Compound::CHEBI_167181	CHEBI_167181	7	0	
Compound::CHEBI_72864	CHEBI_72864	7	0	
Compound::CHEBI_64716	CHEBI_64716	7	0	
Compound::CHEBI_57332	CHEBI_57332	7	1	human metabolite
Compound::CHEBI_75612	CHEBI_75612	7	0	
Compound::CHEBI_77709	CHEBI_77709	7	0	
Compound::CHEBI_57959	CHEBI_57959	7	0	
Compound::CHEBI_61527	CHEBI_61527	7	1	fundamental metabolite
Compound::CHEBI_35681	CHEBI_35681	7	0	
Compound::CHEBI_57406	CHEBI_57406	7	1	human metabolite
Compound::CHEBI_79210	CHEBI_79210	7	0	
Compound::CHEBI_71464	CHEBI_71464	7	4	anti-inflammatory drug; anticonvulsant; antihypertensive agent; neuroprotective agent
Compound::CHEBI_57743	CHEBI_57743	7	4	Daphnia magna metabolite; Escherichia coli metabolite; human metabolite; plant metabolite
Compound::CHEBI_75936	CHEBI_75936	7	0	
Compound::CHEBI_67042	CHEBI_67042	7	1	mouse metabolite
Compound::CHEBI_29747	CHEBI_29747	7	2	human metabolite; mouse metabolite
Compound::CHEBI_143200	CHEBI_143200	7	0	
Compound::CHEBI_61965	CHEBI_61965	7	0	
Compound::CHEBI_32360	CHEBI_32360	7	1	human metabolite
Compound::CHEBI_77288	CHEBI_77288	7	0	
Compound::CHEBI_76634	CHEBI_76634	7	0	
Compound::CHEBI_17562	CHEBI_17562	7	4	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_16347	CHEBI_16347	7	5	Saccharomyces cerevisiae metabolite; antilipemic drug; nootropic agent; nutraceutical; water-soluble vitamin (role)
Compound::CHEBI_74449	CHEBI_74449	7	0	
Compound::CHEBI_506227	CHEBI_506227	7	1	bacterial metabolite
Compound::CHEBI_75542	CHEBI_75542	7	0	
Compound::CHEBI_16581	CHEBI_16581	7	2	human metabolite; mouse metabolite
Compound::CHEBI_57463	CHEBI_57463	7	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74034	CHEBI_74034	7	0	
Compound::CHEBI_79208	CHEBI_79208	7	0	
Compound::CHEBI_58199	CHEBI_58199	7	1	fundamental metabolite
Compound::CHEBI_75020	CHEBI_75020	7	0	
Compound::CHEBI_76071	CHEBI_76071	7	0	
Compound::CHEBI_71302	CHEBI_71302	7	0	
Compound::CHEBI_36655	CHEBI_36655	7	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_157695	CHEBI_157695	7	0	
Compound::CHEBI_16044	CHEBI_16044	7	0	
Compound::CHEBI_75029	CHEBI_75029	7	0	
Compound::CHEBI_35418	CHEBI_35418	7	1	human metabolite
Compound::CHEBI_71412	CHEBI_71412	7	0	
Compound::CHEBI_74307	CHEBI_74307	7	0	
Compound::CHEBI_74938	CHEBI_74938	7	0	
Compound::CHEBI_57502	CHEBI_57502	7	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_18254	CHEBI_18254	7	0	
Compound::CHEBI_59513	CHEBI_59513	7	1	human metabolite
Compound::CHEBI_74965	CHEBI_74965	7	1	mouse metabolite
Compound::CHEBI_82929	CHEBI_82929	7	1	mouse metabolite
Compound::CHEBI_16189	CHEBI_16189	7	3	Saccharomyces cerevisiae metabolite; cofactor; human metabolite
Compound::CHEBI_90736	CHEBI_90736	7	0	
Compound::CHEBI_60152	CHEBI_60152	7	0	
Compound::CHEBI_72829	CHEBI_72829	7	0	
Compound::CHEBI_82637	CHEBI_82637	7	0	
Compound::CHEBI_60039	CHEBI_60039	7	0	
Compound::CHEBI_57595	CHEBI_57595	7	0	
Compound::CHEBI_77137	CHEBI_77137	7	0	
Compound::CHEBI_57586	CHEBI_57586	7	3	Saccharomyces cerevisiae metabolite; cofactor; human metabolite
Compound::CHEBI_90718	CHEBI_90718	7	0	
Compound::CHEBI_136410	CHEBI_136410	7	0	
Compound::CHEBI_16704	CHEBI_16704	7	3	drug metabolite; fundamental metabolite; human metabolite
Compound::CHEBI_70975	CHEBI_70975	7	0	
Compound::CHEBI_17087	CHEBI_17087	7	0	
Compound::CHEBI_76624	CHEBI_76624	7	0	
Compound::CHEBI_74693	CHEBI_74693	7	0	
Compound::CHEBI_29744	CHEBI_29744	7	2	human metabolite; mouse metabolite
Compound::CHEBI_61631	CHEBI_61631	7	0	
Compound::CHEBI_776	CHEBI_776	6	4	estrogen; human blood serum metabolite; human urinary metabolite; mouse metabolite
Compound::CHEBI_132105	CHEBI_132105	6	0	
Compound::CHEBI_16066	CHEBI_16066	6	3	chromophore; human metabolite; mouse metabolite
Compound::CHEBI_78043	CHEBI_78043	6	0	
Compound::CHEBI_17716	CHEBI_17716	6	1	human metabolite
Compound::CHEBI_78832	CHEBI_78832	6	0	
Compound::CHEBI_73542	CHEBI_73542	6	0	
Compound::CHEBI_79218	CHEBI_79218	6	0	
Compound::CHEBI_65221	CHEBI_65221	6	0	
Compound::CHEBI_17103	CHEBI_17103	6	2	human metabolite; mouse metabolite
Compound::CHEBI_34115	CHEBI_34115	6	0	
Compound::CHEBI_57525	CHEBI_57525	6	0	
Compound::CHEBI_58725	CHEBI_58725	6	1	human metabolite
Compound::CHEBI_77097	CHEBI_77097	6	1	mouse metabolite
Compound::CHEBI_143093	CHEBI_143093	6	0	
Compound::CHEBI_64479	CHEBI_64479	6	0	
Compound::CHEBI_75455	CHEBI_75455	6	1	algal metabolite
Compound::CHEBI_36257	CHEBI_36257	6	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74309	CHEBI_74309	6	0	
Compound::CHEBI_71502	CHEBI_71502	6	1	human metabolite
Compound::CHEBI_57939	CHEBI_57939	6	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_85217	CHEBI_85217	6	0	
Compound::CHEBI_136641	CHEBI_136641	6	0	
Compound::CHEBI_136411	CHEBI_136411	6	0	
Compound::CHEBI_76091	CHEBI_76091	6	0	
Compound::CHEBI_57427	CHEBI_57427	6	0	
Compound::CHEBI_59874	CHEBI_59874	6	0	
Compound::CHEBI_42977	CHEBI_42977	6	1	human metabolite
Compound::CHEBI_75457	CHEBI_75457	6	0	
Compound::CHEBI_16125	CHEBI_16125	6	2	algal metabolite; human metabolite
Compound::CHEBI_63867	CHEBI_63867	6	0	
Compound::CHEBI_57409	CHEBI_57409	6	0	
Compound::CHEBI_46911	CHEBI_46911	6	0	
Compound::CHEBI_65341	CHEBI_65341	6	0	
Compound::CHEBI_140317	CHEBI_140317	6	0	
Compound::CHEBI_60651	CHEBI_60651	6	0	
Compound::CHEBI_57867	CHEBI_57867	6	0	
Compound::CHEBI_74667	CHEBI_74667	6	0	
Compound::CHEBI_149509	CHEBI_149509	6	0	
Compound::CHEBI_85454	CHEBI_85454	6	0	
Compound::CHEBI_57330	CHEBI_57330	6	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_59087	CHEBI_59087	6	1	mouse metabolite
Compound::CHEBI_83728	CHEBI_83728	6	0	
Compound::CHEBI_326268	CHEBI_326268	6	2	fundamental metabolite; human metabolite
Compound::CHEBI_58464	CHEBI_58464	6	0	
Compound::CHEBI_29101	CHEBI_29101	6	2	cofactor; human metabolite
Compound::CHEBI_55430	CHEBI_55430	6	0	
Compound::CHEBI_17650	CHEBI_17650	6	6	anti-allergic agent; anti-asthmatic drug; anti-inflammatory drug; drug allergen; human metabolite; mouse metabolite
Compound::CHEBI_67033	CHEBI_67033	6	1	mouse metabolite
Compound::CHEBI_77636	CHEBI_77636	6	0	
Compound::CHEBI_74691	CHEBI_74691	6	0	
Compound::CHEBI_64563	CHEBI_64563	6	1	metabolite
Compound::CHEBI_83228	CHEBI_83228	6	0	
Compound::CHEBI_131975	CHEBI_131975	6	0	
Compound::CHEBI_137321	CHEBI_137321	6	0	
Compound::CHEBI_84201	CHEBI_84201	6	0	
Compound::CHEBI_74491	CHEBI_74491	6	0	
Compound::CHEBI_75562	CHEBI_75562	6	1	Caenorhabditis elegans metabolite
Compound::CHEBI_57986	CHEBI_57986	6	2	Saccharomyces cerevisiae metabolite; cofactor
Compound::CHEBI_84025	CHEBI_84025	6	0	
Compound::CHEBI_15734	CHEBI_15734	6	0	
Compound::CHEBI_133470	CHEBI_133470	6	0	
Compound::CHEBI_16335	CHEBI_16335	6	5	analgesic; anti-arrhythmia drug; fundamental metabolite; human metabolite; vasodilator agent
Compound::CHEBI_74563	CHEBI_74563	6	0	
Compound::CHEBI_17933	CHEBI_17933	6	5	bone density conservation agent; human metabolite; metabolite; mouse metabolite; nutraceutical
Compound::CHEBI_83100	CHEBI_83100	6	0	
Compound::CHEBI_57737	CHEBI_57737	6	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_15642	CHEBI_15642	6	0	
Compound::CHEBI_78436	CHEBI_78436	6	0	
Compound::CHEBI_58332	CHEBI_58332	6	1	human metabolite
Compound::CHEBI_143199	CHEBI_143199	6	0	
Compound::CHEBI_45764	CHEBI_45764	6	0	
Compound::CHEBI_74552	CHEBI_74552	6	0	
Compound::CHEBI_75824	CHEBI_75824	6	0	
Compound::CHEBI_29806	CHEBI_29806	6	3	Saccharomyces cerevisiae metabolite; human metabolite; metabolite
Compound::CHEBI_58048	CHEBI_58048	6	0	
Compound::CHEBI_75568	CHEBI_75568	6	2	antiviral agent; plant metabolite
Compound::CHEBI_59002	CHEBI_59002	6	1	human metabolite
Compound::CHEBI_29032	CHEBI_29032	6	2	Saccharomyces cerevisiae metabolite; plant metabolite
Compound::CHEBI_140607	CHEBI_140607	6	0	
Compound::CHEBI_34116	CHEBI_34116	6	0	
Compound::CHEBI_131969	CHEBI_131969	6	0	
Compound::CHEBI_88069	CHEBI_88069	6	0	
Compound::CHEBI_57338	CHEBI_57338	6	1	human metabolite
Compound::CHEBI_62619	CHEBI_62619	6	0	
Compound::CHEBI_62548	CHEBI_62548	6	0	
Compound::CHEBI_42156	CHEBI_42156	6	3	estrogen; estrogen receptor agonist; human urinary metabolite
Compound::CHEBI_58717	CHEBI_58717	6	0	
Compound::CHEBI_133606	CHEBI_133606	6	0	
Compound::CHEBI_74928	CHEBI_74928	6	0	
Compound::CHEBI_57527	CHEBI_57527	6	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_64489	CHEBI_64489	6	0	
Compound::CHEBI_138734	CHEBI_138734	6	0	
Compound::CHEBI_132085	CHEBI_132085	6	0	
Compound::CHEBI_143890	CHEBI_143890	6	0	
Compound::CHEBI_77130	CHEBI_77130	5	0	
Compound::CHEBI_133506	CHEBI_133506	5	0	
Compound::CHEBI_57483	CHEBI_57483	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_62932	CHEBI_62932	5	0	
Compound::CHEBI_58579	CHEBI_58579	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_16235	CHEBI_16235	5	5	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; algal metabolite; human metabolite; mouse metabolite
Compound::CHEBI_74578	CHEBI_74578	5	0	
Compound::CHEBI_17292	CHEBI_17292	5	1	mouse metabolite
Compound::CHEBI_34477	CHEBI_34477	5	3	Daphnia magna metabolite; androgen; human metabolite
Compound::CHEBI_142554	CHEBI_142554	5	0	
Compound::CHEBI_58248	CHEBI_58248	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_71589	CHEBI_71589	5	0	
Compound::CHEBI_17935	CHEBI_17935	5	1	plant metabolite
Compound::CHEBI_58539	CHEBI_58539	5	0	
Compound::CHEBI_82940	CHEBI_82940	5	0	
Compound::CHEBI_149522	CHEBI_149522	5	0	
Compound::CHEBI_77287	CHEBI_77287	5	0	
Compound::CHEBI_58121	CHEBI_58121	5	2	fundamental metabolite; human metabolite
Compound::CHEBI_63528	CHEBI_63528	5	1	human metabolite
Compound::CHEBI_35179	CHEBI_35179	5	0	
Compound::CHEBI_29746	CHEBI_29746	5	1	human metabolite
Compound::CHEBI_133977	CHEBI_133977	5	0	
Compound::CHEBI_63410	CHEBI_63410	5	0	
Compound::CHEBI_17359	CHEBI_17359	5	0	
Compound::CHEBI_35915	CHEBI_35915	5	0	
Compound::CHEBI_76478	CHEBI_76478	5	0	
Compound::CHEBI_85440	CHEBI_85440	5	0	
Compound::CHEBI_57400	CHEBI_57400	5	0	
Compound::CHEBI_58282	CHEBI_58282	5	1	human metabolite
Compound::CHEBI_65317	CHEBI_65317	5	0	
Compound::CHEBI_74894	CHEBI_74894	5	0	
Compound::CHEBI_78452	CHEBI_78452	5	0	
Compound::CHEBI_64765	CHEBI_64765	5	0	
Compound::CHEBI_4139	CHEBI_4139	5	2	Escherichia coli metabolite; mouse metabolite
Compound::CHEBI_17408	CHEBI_17408	5	0	
Compound::CHEBI_83397	CHEBI_83397	5	0	
Compound::CHEBI_16947	CHEBI_16947	5	1	fundamental metabolite
Compound::CHEBI_16651	CHEBI_16651	5	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_74558	CHEBI_74558	5	0	
Compound::CHEBI_58422	CHEBI_58422	5	0	
Compound::CHEBI_69081	CHEBI_69081	5	2	algal metabolite; plant metabolite
Compound::CHEBI_147403	CHEBI_147403	5	0	
Compound::CHEBI_74579	CHEBI_74579	5	0	
Compound::CHEBI_132090	CHEBI_132090	5	0	
Compound::CHEBI_74298	CHEBI_74298	5	0	
Compound::CHEBI_15444	CHEBI_15444	5	0	
Compound::CHEBI_28563	CHEBI_28563	5	1	epitope
Compound::CHEBI_78227	CHEBI_78227	5	0	
Compound::CHEBI_17759	CHEBI_17759	5	2	human metabolite; mouse metabolite
Compound::CHEBI_83423	CHEBI_83423	5	0	
Compound::CHEBI_84472	CHEBI_84472	5	0	
Compound::CHEBI_57378	CHEBI_57378	5	1	human metabolite
Compound::CHEBI_57623	CHEBI_57623	5	4	Saccharomyces cerevisiae metabolite; epitope; human metabolite; phosphoantigen
Compound::CHEBI_45815	CHEBI_45815	5	0	
Compound::CHEBI_78520	CHEBI_78520	5	0	
Compound::CHEBI_28913	CHEBI_28913	5	3	antibacterial agent; flavouring agent; plant metabolite
Compound::CHEBI_57373	CHEBI_57373	5	1	human metabolite
Compound::CHEBI_58045	CHEBI_58045	5	0	
Compound::CHEBI_35020	CHEBI_35020	5	5	EC 3.5.1.98 (histone deacetylase) inhibitor; antineoplastic agent; apoptosis inducer; prodrug; protective agent
Compound::CHEBI_64428	CHEBI_64428	5	0	
Compound::CHEBI_58628	CHEBI_58628	5	1	Saccharomyces cerevisiae metabolite
Compound::CHEBI_15889	CHEBI_15889	5	0	
Compound::CHEBI_83088	CHEBI_83088	5	1	cofactor
Compound::CHEBI_84475	CHEBI_84475	5	0	
Compound::CHEBI_72683	CHEBI_72683	5	0	
Compound::CHEBI_20489	CHEBI_20489	5	0	
Compound::CHEBI_18155	CHEBI_18155	5	0	
Compound::CHEBI_27938	CHEBI_27938	5	1	mouse metabolite
Compound::CHEBI_78385	CHEBI_78385	5	0	
Compound::CHEBI_31488	CHEBI_31488	5	2	human metabolite; mouse metabolite
Compound::CHEBI_16269	CHEBI_16269	5	0	
Compound::CHEBI_77593	CHEBI_77593	5	0	
Compound::CHEBI_58735	CHEBI_58735	5	1	fundamental metabolite
Compound::CHEBI_57461	CHEBI_57461	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_74547	CHEBI_74547	5	0	
Compound::CHEBI_143103	CHEBI_143103	5	0	
Compound::CHEBI_45487	CHEBI_45487	5	1	human metabolite
Compound::CHEBI_75539	CHEBI_75539	5	0	
Compound::CHEBI_74116	CHEBI_74116	5	0	
Compound::CHEBI_60050	CHEBI_60050	5	1	human metabolite
Compound::CHEBI_133442	CHEBI_133442	5	0	
Compound::CHEBI_79214	CHEBI_79214	5	0	
Compound::CHEBI_77996	CHEBI_77996	5	1	mouse metabolite
Compound::CHEBI_74278	CHEBI_74278	5	0	
Compound::CHEBI_29919	CHEBI_29919	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_58069	CHEBI_58069	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_57455	CHEBI_57455	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_136409	CHEBI_136409	5	0	
Compound::CHEBI_74692	CHEBI_74692	5	0	
Compound::CHEBI_57947	CHEBI_57947	5	0	
Compound::CHEBI_57566	CHEBI_57566	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_58402	CHEBI_58402	5	0	
Compound::CHEBI_32551	CHEBI_32551	5	3	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; plant metabolite
Compound::CHEBI_47909	CHEBI_47909	5	0	
Compound::CHEBI_4194	CHEBI_4194	5	0	
Compound::CHEBI_57926	CHEBI_57926	5	0	
Compound::CHEBI_23858	CHEBI_23858	5	1	human metabolite
Compound::CHEBI_16827	CHEBI_16827	5	2	human metabolite; mouse metabolite
Compound::CHEBI_82939	CHEBI_82939	5	0	
Compound::CHEBI_71407	CHEBI_71407	5	0	
Compound::CHEBI_78597	CHEBI_78597	5	0	
Compound::CHEBI_57318	CHEBI_57318	5	0	
Compound::CHEBI_77126	CHEBI_77126	5	0	
Compound::CHEBI_57401	CHEBI_57401	5	1	human metabolite
Compound::CHEBI_136408	CHEBI_136408	5	0	
Compound::CHEBI_30921	CHEBI_30921	5	1	human metabolite
Compound::CHEBI_28453	CHEBI_28453	5	2	human metabolite; mouse metabolite
Compound::CHEBI_78934	CHEBI_78934	5	0	
Compound::CHEBI_17735	CHEBI_17735	5	0	
Compound::CHEBI_57652	CHEBI_57652	5	0	
Compound::CHEBI_58779	CHEBI_58779	5	0	
Compound::CHEBI_61567	CHEBI_61567	5	0	
Compound::CHEBI_139507	CHEBI_139507	5	0	
Compound::CHEBI_16608	CHEBI_16608	5	2	human metabolite; mouse metabolite
Compound::CHEBI_62537	CHEBI_62537	5	0	
Compound::CHEBI_133992	CHEBI_133992	5	0	
Compound::CHEBI_57720	CHEBI_57720	5	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_84968	CHEBI_84968	5	0	
Compound::CHEBI_90632	CHEBI_90632	5	0	
Compound::CHEBI_58521	CHEBI_58521	5	0	
Compound::CHEBI_37640	CHEBI_37640	5	1	human metabolite
Compound::CHEBI_75231	CHEBI_75231	5	0	
Compound::CHEBI_75216	CHEBI_75216	5	0	
Compound::CHEBI_58968	CHEBI_58968	5	0	
Compound::CHEBI_90781	CHEBI_90781	5	0	
Compound::CHEBI_76627	CHEBI_76627	5	0	
Compound::CHEBI_136407	CHEBI_136407	5	0	
Compound::CHEBI_61897	CHEBI_61897	5	0	
Compound::CHEBI_87620	CHEBI_87620	5	2	anti-inflammatory drug; human xenobiotic metabolite
Compound::CHEBI_57674	CHEBI_57674	5	1	human metabolite
Compound::CHEBI_2710	CHEBI_2710	5	4	androgen; human metabolite; mouse metabolite; radiation protective agent
Compound::CHEBI_57485	CHEBI_57485	5	0	
Compound::CHEBI_17490	CHEBI_17490	5	3	EC 3.6.3.9 (Na(+)/K(+)-transporting ATPase) inhibitor; human metabolite; mouse metabolite
Compound::CHEBI_65111	CHEBI_65111	5	0	
Compound::CHEBI_16150	CHEBI_16150	5	2	human xenobiotic metabolite; plant metabolite
Compound::CHEBI_140576	CHEBI_140576	5	0	
Compound::CHEBI_60628	CHEBI_60628	5	0	
Compound::CHEBI_15562	CHEBI_15562	5	1	fundamental metabolite
Compound::CHEBI_64615	CHEBI_64615	5	0	
Compound::CHEBI_35346	CHEBI_35346	4	0	
Compound::CHEBI_75547	CHEBI_75547	4	0	
Compound::CHEBI_17389	CHEBI_17389	4	0	
Compound::CHEBI_77061	CHEBI_77061	4	0	
Compound::CHEBI_32387	CHEBI_32387	4	1	human metabolite
Compound::CHEBI_17600	CHEBI_17600	4	3	Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_31013	CHEBI_31013	4	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_82852	CHEBI_82852	4	0	
Compound::CHEBI_133443	CHEBI_133443	4	0	
Compound::CHEBI_149507	CHEBI_149507	4	0	
Compound::CHEBI_138442	CHEBI_138442	4	0	
Compound::CHEBI_141205	CHEBI_141205	4	0	
Compound::CHEBI_57533	CHEBI_57533	4	0	
Compound::CHEBI_75026	CHEBI_75026	4	0	
Compound::CHEBI_77983	CHEBI_77983	4	0	
Compound::CHEBI_77589	CHEBI_77589	4	0	
Compound::CHEBI_62613	CHEBI_62613	4	0	
Compound::CHEBI_74450	CHEBI_74450	4	1	mouse metabolite
Compound::CHEBI_156049	CHEBI_156049	4	0	
Compound::CHEBI_146021	CHEBI_146021	4	0	
Compound::CHEBI_75468	CHEBI_75468	4	1	mouse metabolite
Compound::CHEBI_33308	CHEBI_33308	4	0	
Compound::CHEBI_142515	CHEBI_142515	4	0	
Compound::CHEBI_74549	CHEBI_74549	4	0	
Compound::CHEBI_139607	CHEBI_139607	4	0	
Compound::CHEBI_72682	CHEBI_72682	4	0	
Compound::CHEBI_74550	CHEBI_74550	4	0	
Compound::CHEBI_84023	CHEBI_84023	4	0	
Compound::CHEBI_48775	CHEBI_48775	4	1	cofactor
Compound::CHEBI_17002	CHEBI_17002	4	0	
Compound::CHEBI_28691	CHEBI_28691	4	1	mouse metabolite
Compound::CHEBI_18102	CHEBI_18102	4	1	human metabolite
Compound::CHEBI_77075	CHEBI_77075	4	0	
Compound::CHEBI_16763	CHEBI_16763	4	2	Saccharomyces cerevisiae metabolite; human metabolite
Compound::CHEBI_72956	CHEBI_72956	4	0	
Compound::CHEBI_72827	CHEBI_72827	4	0	
Compound::CHEBI_67026	CHEBI_67026	4	0	
Compound::CHEBI_76636	CHEBI_76636	4	0	
Compound::CHEBI_36204	CHEBI_36204	4	0	
Compound::CHEBI_57369	CHEBI_57369	4	0	
Compound::CHEBI_541975	CHEBI_541975	4	2	androgen; human metabolite
Compound::CHEBI_136991	CHEBI_136991	4	1	human xenobiotic metabolite
Compound::CHEBI_17596	CHEBI_17596	4	4	Escherichia coli metabolite; Saccharomyces cerevisiae metabolite; human metabolite; mouse metabolite
Compound::CHEBI_85778	CHEBI_85778	4	1	human metabolite
Compound::CHEBI_58875	CHEBI_58875	4	2	human metabolite; mouse metabolite
Compound::CHEBI_85223	CHEBI_85223	4	0	
Compound::CHEBI_64683	CHEBI_64683	4	0	
Compound::CHEBI_78569	CHEBI_78569	4	0	
Compound::CHEBI_139521	CHEBI_139521	4	0	
Compound::CHEBI_63166	CHEBI_63166	4	0	
Compound::CHEBI_78836	CHEBI_78836	4	0	
Compound::CHEBI_17368	CHEBI_17368	4	1	fundamental metabolite
